Titel,Beruf,Arbeitgeber,Ort,Region,Land,PLZ,Veröffentlicht am,Eintrittsdatum,URL
Python Data Engineer with passion for Data Analysis (m/f/d) in IT security company,Data-Analyst/in,Zertificon Solutions GmbH,Berlin,Berlin,Deutschland,12347,2025-05-20,2025-05-20,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001440120-S
Postdoc/PhD in Computer Science – Multimodal Models,Informatiker/in,Universitätsklinikum der Technischen Universität München AöR,München,Bayern,Deutschland,81675,2025-05-27,2025-05-27,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001457556-S
PostDoc position (m/f/d) in intestinal metabolomics in health and disease,Wissenschaftliche/r Mitarbeiter/in,Universitätsklinikum Schleswig-Holstein,Kiel,Schleswig-Holstein,Deutschland,24105,2025-05-27,2025-05-27,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=14177-43410710-526-S
KI- und Software-Entwickler (m/w/d),Softwareentwickler/in,Oloqiqi GmbH,Potsdam,Brandenburg,Deutschland,14469,2025-04-09,2025-05-20,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001333629-S
Studentische Hilfskraft im Bereich Medical Image Analysis,Assistent/in - Informatik (allgemeine Informatik),Fraunhofer-Gesellschaft e.V. Zentrale München,Sankt Augustin,Nordrhein-Westfalen,Deutschland,53757,2025-05-24,2025-08-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15861-43386118-515-S
PhD student: Exploring phase stability in multinary intermetallic nanoparticles and thin films,Wissenschaftliche/r Mitarbeiter/in,Ruhr-Universität Bochum,Bochum,Nordrhein-Westfalen,Deutschland,44801,2025-05-15,2025-05-19,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001424817-S
PhD student: - Combinatorial synthesis and high-throughput characterization of new high entropy mate,Wissenschaftliche/r Mitarbeiter/in,Ruhr-Universität Bochum,Bochum,Nordrhein-Westfalen,Deutschland,44801,2025-05-15,2025-05-16,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001424494-S
wissenschaftliche Mitarbeiterin/wissenschaftlicher Mitarbeiter (m/w/d) (Master/Uni-Diplom),Wissenschaftliche/r Mitarbeiter/in,BAV Dienstsitz Aurich,Bergisch Gladbach,Nordrhein-Westfalen,Deutschland,51427,2025-05-27,2025-05-27,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001456920-S
Leiterin / Leiter (d/m/w) Aktuariat,Aktuar/in,NÜRNBERGER Lebensversicherung AG,"Nürnberg, Mittelfranken",Bayern,Deutschland,90482,2025-05-16,2025-05-16,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001428409-S
Bioinformatician (Spatial Image Analysis),Biologe/Biologin,Deutsches Krebsforschungszentrum,"Heidelberg, Neckar",Baden-Württemberg,Deutschland,69120,2025-05-23,2025-05-23,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001450789-S
Insights & Reporting Specialist (m/f/d) Sales Capability Team,Projektleiter/in,Dr. August Oetker NM KG,Bielefeld,Nordrhein-Westfalen,Deutschland,33617,2025-05-09,2025-06-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=13011-43369370-58-S
Business Analyst Baufinanzierung / Mortgage Focus (m/w/d),Betriebswirt/in (Fachschule) - Controlling/B. Prof. Wirtsch.,expertum GmbH,Berlin,Berlin,Deutschland,10178,2025-05-08,2025-07-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=12438-13209548-S
Wiss. Mitarbeiter:in im Projekt „Next Generation City Networking“ (NGCN)“,Wissenschaftliche/r Mitarbeiter/in,HafenCity Universität Hamburg,Hamburg,Hamburg,Deutschland,20457,2025-05-22,2025-05-22,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001447737-S
Head of Bioinformatics Facility (m/f/div),Biowissenschaftler/in,MPI für Immunbio. u. Epigenet.,Freiburg im Breisgau,Baden-Württemberg,Deutschland,79108,2025-05-13,2025-05-13,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001415513-S
"Senior ML Engineer (f/m/d) - Procurement, Logistics, Factory",Informatiker/in,Siemens AG,München,Bayern,Deutschland,80538,2025-04-23,2025-05-17,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=12465-1409948-1-S
Software Engineer / Softwareentwickler (w/m/d) Schwerpunkt Künstliche Intelligenz,Softwareentwickler/in,ALDB GmbH,Berlin,Berlin,Deutschland,10707,2025-02-24,2025-04-08,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001178968-S
Junior Group Leader on Conservation Genomics (m/f/d),Biologe/Biologin,Staatliches Museum für Naturkunde Stuttgart,Stuttgart,Baden-Württemberg,Deutschland,70191,2025-04-15,2025-05-15,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001351700-S
BI Developer Analytics (m/w/d) -  befristet auf 10 Monate,Informatiker/in,REWE Group,Köln,Nordrhein-Westfalen,Deutschland,50933,2025-05-06,2025-05-07,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=12608-1271363-28033-1-S
Hard- and Software Development Engineer (m/f/d),Ingenieur/in - Optoelektronik,MPI f. mol.Zellbiologie,Dresden,Sachsen,Deutschland,01307,2025-03-14,2025-05-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=18713-0054519573-S
